title,slug,source,type,category,categories,tags,shortDescription,description,instructions,controls,thumbnail,gameDistributionUrl,iframeBaseUrl,iframeWidth,iframeHeight,featured,popular,editorPick,newGame,createdAt
Only Up Parkour 2,only-up-parkour-2,gamedistribution,iframe,Arcade,"Arcade|Parkour|Skill","Arcade|Parkour|Jumping|Skill","Jump, climb, and avoid obstacles in a vertical parkour arcade challenge.","Only Up Parkour 2 is a vertical parkour arcade game where you jump, climb, and avoid obstacles to reach the top.","WASD = Move, Space = Jump","WASD = Move, Space = Jump","","https://gamedistribution.com/games/only-up-parkour-2/","https://html5.gamedistribution.com/48a82403f7b14a6b8a1ffb4f9f20dae9/",960,600,true,true,true,true,2026-04-28
